Question ID,Fold,Answer,Category,Text
107788,train,Atalanta,Social_Science,"Hesiod claims that she is the daughter of Schoeneus, while some stories claim that she is two maythic women merged into one. ||| She foils an attempted rape by the two centaurs Hylaeus and Rhaecus. ||| No one is sure who fathered her son Parthenopaeus, while a gift given to her led to the deaths of Toxeus and Plexippus. ||| Aphordite had a hand in her marriage, as the goddess gave her husband three golden apples that were used to distract her, and after she and her husband had sex in one of Zeus' temples, he turned the pair into lions. ||| Melanion married this figure after winning her bargain, which allowed for her to kill a suitor who challenged her to a race and lost. ||| FTP, identify the recipient of the pelt of the Calydonian Boar."
106929,train,Johannes Brahms,Fine_Arts,"This composers Opus 1 and 2 are piano sonatas in C major and F-sharp minor, respectively, while his Opus 10 is a series of four Ballades for piano dedicated to Julius Grimm. ||| A D minor work which this composer originally intended to be a sonata for two pianos was later transformed into his first piano concerto, while his better-known second piano concerto is a B-flat major work in four movements which premiered in 1881 with the composer at the keyboard. ||| This composers other works include the Variations and Fugue on a Theme by Handel and the Alto Rhapsody, as well as four symphonies. ||| FTP, name this composer of the Academic Festival Overture and the German Requiem."
114441,train,John Kenneth Galbraith,Social_Science,"An early work of this person attacks the idea that competition exists in industrial organization in discussing The Concept of Countervailing Power; it's entitled American Capitalism. ||| A later work posits tension between ""managerialism"" and (*) socialism; that work corrects a previous work that argues against over-production of consumer goods and coined the term ""conventional wisdom"". ||| For 10 points name this economist, the author of The New Industrial State and The Affluent Society."
5783,train,Lines written a few miles above Tintern Abbey,Literature,"The speaker catalogues the three stages of his youth and ""the coarser pleasures of my boyish days / And their glad animal movements all gone by. ||| ""  However, he goes on to say that ""other gifts / Have followed; for such loss, I would believe, / Abundant recompense. ||| ""  He describes one of these gifts as being ""Of eye, and ear, - both what they half create, and what perceive,"" and concludes this poem by demanding to ""behold in thee what I was once"" while addressing his sister Dorothy during his return to the banks of the Wye river. ||| FTP, what is this poem written by William Wordsworth, named for an edifice found nearby"
112394,train,E. E. Cummings,Literature,"One of this author's poems calls ""Eternity"" a ""Five Year Plan"" and repeats the question ""who dares to call himself a man"" This author reminisced about an uncle who farmed vegetables, chickens, and then skunks before dying and beginning a worm farm in a poem beginning ""nobody loses all the time. ||| "" This poet wrote ""your slightest look will easily unclose me / though i have closed myself as fingers"" in his love poem ""somewhere I have never travelled / gladly beyond,"" and asserted ""there's a hell of a good universe next door;let's go"" in his poem ""pity this busy monster, manunkind. ||| "" This poet of ""Jehovah buried,Satan dead"" and ""my father moved through dooms of love"" asked ""how do you like your blueeyed boy / Mister Death"" in his poem ""Buffalo Bill's / defunct. ||| "" For 10 points, name this American poet of ""anyone lived in a pretty how town,"" whose poems feature unusual punctuation."
197415,train,George Frideric Handel,Fine_Arts,"This composer's musical ode Alexander's Feast was the source of the first and last of his Opus 4 set of organ concerti. ||| This man also wrote a wind band suite to celebrate the end of the War of Austrian Succession. ||| In addition to Music for the Royal Fireworks, this composer wrote a set of three suites that were performed on a barge on the Thames for George I. ||| His most famous work includes the choruses ""Worthy Is the Lamb"" and ""Hallelujah."" For 10 points, name this composer of Water Music and The Messiah."
106549,train,Edward the Confessor,History,"After a Danish invasion, he returned to the court of King Hardecanute, his half-brother, and soon after ascending the throne he seized the lands of his mother, Emma of Normandy, who had conspired against him. ||| During his rule, he banished the family of Godwin, including his wife Edith, for refusing to attack Dover. ||| The son of Ethelred II, he fell out of favor after giving Normans upper-level government positions, and his son Harold subjugated Wales and succeeded him after his death in 1066. ||| FTP, identify this English king that was canonized in 1161."
104743,train,Yasunari Kawabata,Literature,"This author wrote about a screenwriter who imagines a mental hospital where everyone wears laughing masks in The Man who Did Not Smile, and in another work he portrayed an aging businessman who worries about his sons infidelities after his daughter-in-law gets an abortion. ||| In addition to Palm-of-the-Hand Stories and The Sound of the Mountain, the protagonist of another novel is an expert on Western ballet, and that man, Shimamura, has an affair with the geisha Komako in a resort town. ||| FTP, name this author of Snow Country who also wrote about the Japanese tea ceremony in Thousand Cranes."
101826,train,Philip Glass,Other,"(YR: director) A 2006 student film made by the question author used this composers Morning Passages, from a soundtrack that also includes The Poet Acts, Vanessa and the Changelings, and Why Does Someone Have to Die His most famous film score contains passages called The Grid, Vessels, Cloudscape, and Pruitt Igoe. ||| He won a Golden Globe for The Truman Show, but was denied Oscar consideration because some of that music was recycled from a Godfrey Reggio film. ||| Also known for working with Kronos Quartet on a new score for the 1931 film Dracula, this is, FTP, what Errol Morris collaborator whose 3 Oscar nominations have come for Notes on a Scandal, Kundun, and The Hours, and who is highly identified with the trilogy that includes Koyaanisqatsi"
200114,train,Walter Mitty,Literature:American,"This character fixes a medical device with a pen, so that it will stay operable for another ten minutes. ||| He meets Dr. Remington and Mr. Pritchard-Mitford while operating on a close personal friend of Roosevelt who is suffering from a ""tertiary obstreosis"" of the ductal tract. ||| At one point, this character ignores Lieutenant Berg and revs up to 8,500 because he ""ain't afraid of Hell."" ||| This character drives fifty-five miles per hour when his wife asks him to go forty, and imagines himself piloting a hydroplane or facing a firing squad while buying puppy biscuits. ||| For 10 points, name this title character of a James Thurber short story about his ""Secret Life."""
104852,train,Mass spectrometry,Science:Chemistry,"Important advancements in this technique include the use of the reflectron to improve resolution in the MALDI version, which uses an ultraviolet laser with wavelength between 330 and 360 nm. ||| Another version of this technique begins with the formation a Taylor Cone and won John Fenn a Nobel Prize in Chemistry; that version is known as Electrospray Ionization. ||| Once the sample is ionized, the next step is usually either gas or liquid chromatography, and the final readout contains the base peak and molecular ion peak. ||| For 10 points, name this technique of organic chemistry that breaks a compound into smaller ions and measures their mass-to-charge ratio."
5214,train,William Carlos Williams,Literature,"This poet used the road to the contagious hospital under the surge as the setting of the title poem in his collection Spring and All. ||| This author of Asphodel, that Greeny Flower included Hunters in the Snow and Peasant Wedding in his collection Pictures from Brueghel and Other Poems. ||| He also wrote In the American Grain as a lead up to his five-book epic about a New Jersey city. ||| This poet justified having eaten the plums that were in the icebox because they were delicious, so sweet, and so cold in his This is Just to Say. ||| For 10 points, name this author of Patterson, a pediatrician and poet who wrote about an object glazed with rain upon which so much depends in The Red Wheelbarrow."
208331,train,Stephen Crane,Literature,"One poem by this author describes how ""A spirit sped / Through spaces of night"" calling ""God! ||| God!"" before ""a swift hand / a sword from the sky / smote him, / And he was dead."" The second poem in his most famous collection mentions ""three little birds in a row"" with ""quaint countenances"" who laugh at a passerby. ||| The first poem in that collection mentions the ""rush upon the wind"" of the ($) ""ride of sin."" The speaker of another of his poems asks ""Is it good, friend"" of a ""creature, naked, bestial / who, squatting upon the ground / Held his heart in his hands / And ate of it."" The title figures of one of his poems (*) come from the sea, with a ""clash and clash of hoof and heel"" and ""clang and clang of spear and shield."" For ten points, identify this poet of The Black Riders and Other Lines, who wrote about Henry Fleming in The Red Badge of Courage."
3757,train,Babur,History,"The nephew of Sultan Mahmud Mirza, he took advantage of the death of Sikandir Lodi to launch his military campaign. ||| With a strategy involving the deployment of matchlockmen and mobile field guns against an enemy whose notions of military honor tended to spurn firearms, he defeated Ibrahim Lodi at Panipat in 1526 with a relatively small force. ||| FTP, name the ruler who by 1530 had founded the Mughal regime in India."
12034,train,On Liberty,Social_Science,"This work quotes John Sterling in regarding pagan self-assertion and Christian self-denial as elements of human worth. ||| This works final section argues for the taxation of stimulants and for mandatory education, and also discusses the sale of poisons. ||| The third section of this work argues for Wilhelm von Humboldts position that the goal of man should be individuality. ||| Its second section considers the executions of Socrates and Jesus to argue that one can never be sure that some opinion is false, and that it is wrong to stifle even a false opinion. ||| This work attacks the tyranny of the majority, and argues that the only appropriate use of coercion is to prevent harm. ||| For 10 points, name this 1859 essay condemning infringements on personal freedom, written by John Stuart Mill."
7565,train,Kansas,Other,"One politician from this state admitted to discarding socks during a campaign, though a now-discredited legend claimed that his nickname of ""Sockless Jerry"" Simpson was bestowed on him by a hostile press. ||| An essay by William Allen White asked the titular question, ""What's the Matter with"" this state. ||| The second of four proposed constitutions for this state prompted territorial governor Robert Walker to resign in protest. ||| In 1863, one city in this state was destroyed by raiders led by William Quantrill; earlier, John Brown had led a massacre of five pro-slavery settlers at Pottawatomie Creek in this state. ||| For 10 points, name this state which earned its nickname ""Bleeding"" due to the violence perpetrated by and against ""border ruffians"" from neighboring Missouri."
198654,train,Richard Strauss,Fine_Arts,"This composer was sued by Luigi Denza for incorporating the song ""Funiculi, Funicula"" into the ""Scenes from Neapolitan Life"" section of his Aus Italien. ||| He composed ""Im Abendrot""--meaning ""At Sunset""--when he was eighty-four; that is one of his Four Last Songs. ||| Some of his early use of dissonance is found in Ein Heldenleben, or A Hero's Life, which has a fifth section that references many of his earlier works such as Don Juan, and that dissonance was picked up in his later operas such as Feuersnot and Salome. ||| Name this composer whose ""Sunrise"" section from Also sprach Zarathustra was used in the movie 2001: A Space Odyssey."
9025,train,Liquid crystal,Science:Chemistry,"In the nematic phase of these substances, molecules have a preferred orientation while their positions are distributed at random. ||| Some exhibit a cholesteric phase in which the application of a pressed hand on a black surface shows temperature variations through color patterns. ||| For 10 points, identify these substances, used in the displays of watches and calculators."
113982,train,As I Lay Dying (novel),Literature,"One character in this work promises to retire when his unpaid bills reach fifty-thousand dollars , and at the end of this novel, another character proudly displays his false teeth, A girl seeks medicine for an abortion but is tricked by a clerk who plans to rape her, and Preacher Whitfield is revealed to be the father of another character. ||| That character escapes from Mr. Gillespie's barn while his brother burns it down, and Vernon Tull's bridge washes out in another scene. ||| This forces the central family to cross a ford where Cash narrowly escapes drowning, and one chapter consists of Vardaman saying ""My mother is a fish. ||| "" FTP, identify this novel in which Jewel, Darl, and the rest of the Bundren family take their mother Addie to Jefferson to bury her, written by William Faulkner."
121638,train,Sense and Sensibility,Literature,"one scene in this novel, a character receives a letter from her love, who returns her lock of hair and informs her he is engaged to Miss Grey. ||| These two lovers initially met after one character sprains her ankle while walking. ||| The initial action of this novel is set at Barton Park, the home of the Middletons. ||| Later, at the estate Cleveland, one character gets a cold from taking long walks in the rain, prompting the return of her caddish lover. ||| At the end of this novel, the protagonists marry Colonel Brandon and Edward Ferrars. ||| For 10 points, name this Jane Austen novel about Marianne and ElinorDashwood, which also features the philandering but dashing Mr. John Willoughby."
204890,train,Passover,Social_Science:Religion,"One song performed during this holiday asks ""mah nishtanah,"" while another repeats ""Dayenu"" while praising the good deeds of God. ||| Participants of this holiday perform the rachtzah before eating a special foodstuff lacking chametz. ||| During this holiday, children can negotiate for a reward after finding the (*) afikoman, a special half-piece of matzah. ||| Participants symbolically use their little finger to place ten drops of wine on their plate to symbolize the plagues which struck the Pharaoh's lands during the main meal of this holiday, the seder. ||| For ten points, name this holiday commemorating the Jewish exodus from Egypt."
192640,train,Henry VII of England,History,"This monarch repealed the Titulus Regulus statute immediately after ascending to the throne. ||| He defeated a rebellion led by the Earl of Lincoln at the Battle of Stoke. ||| This king put down uprisings sparked by the pretenders Perkin Warbeck and Lambert Simnel. ||| He empowered the Star Chamber, and through the treaty of Medina del Campo, married his son Arthur to (*) Catherine of Aragon. ||| For 10 points, name this English monarch who defeated Richard III at Bosworth Field to become the first Tudor king."
112110,train,Ben Jonson,Literature,"In one work by this man, he combined plot elements from The Captives and The Pot of Gold with the antics of Juniper and Onion, and its first performance by an all-child cast made it a major success. ||| In later works by this man, it is suggested that in a play that this man co-wrote, he satirized the queen, which resulted in him having the time to write The Case Is Altered. ||| In addition to The Isle of Dogs, this playwright also wrote a play in which Sir Politic is forced to hide inside a giant shell by Peregrine, and Mosca deceives Voltore, Corbaccio and Corvino. ||| For 10 points, name this English dramatist who is best known for his comedies like Volpone."
7056,train,Maxim Gorky,Literature,"In one of his stories, Sergey makes fun of Mitya because Mitya's father Silan is sleeping with Mitya's wife Maria. ||| In another of his stories, a young woman who had been betraying her fellow students offers to prostitute herself to the narrator if he can keep her name from being reported after the revolution. ||| In addition to ""On the Rafts"" and ""The Nightmare,"" he wrote about an unusual color of paint which was applied to Konstantin Mironov's house in ""A Sky-Blue Life. ||| ""  In his first story, an old gypsy tells a story about Loyko Zobar, while his most famous story is set in a pretzel factory. ||| The author of ""Makar Chudra"" and ""Twenty-Six Men and a Girl,"" he also wrote such novels as The Life of Klim Samgin and The Artamanov Business. ||| FTP, name this Russian author of Mother and The Lower Depths."
9624,train,Feldspar,Science:Earth_Science,"Members of this group of framework minerals include the two-phase intermixture perthite and microcline. ||| Like halite and the pyroxenes, they exhibit two cleavages separated by about 90 degrees. ||| One of the two major subgroups of these aluminosilicate minerals forms a continuous solid solution series with endmembers anorthite and albite, corresponding to calcium and sodium cations, respectively. ||| Granite commonly contains large quantities of these minerals, which have a Mohs hardness of 6. ||| FTP, name this group of minerals which includes orthoclase and plagioclase."
7434,train,Amartya Sen,Other,"A proponent of Marshall's economics while a student of Joan Robinson, he discarded his roots and employed social choice theory in his most famous work. ||| In his 1970 article The Impossibility of a Paretian Liberal, this economist argued that the Pareto optimality was not value-neutral but rather contradicted the liberalism of Mill. ||| His most famous work was published in another 1970 paper in which he attributed the Arrow Impossibility theorem to his most important development. ||| FTP, identify this author of Collective Choice and Social Welfare, the Indian recipient of the 1998 Nobel Prize in Economics."
94,train,The Kiss (Klimt),Fine_Arts,"It now hangs in the Belvedere Gallery, along with many other of the artist's works in his hometown. ||| In it the two figures rest on a bed of flowers. ||| The man is dark-haired and his face is turned from the viewer, while the woman faces out with her eyes closed. ||| Their clothes are a combination of metallic gold paint and patterns of geometric shapes in the artist's signature style. ||| Sharing its name with famous sculptures by Brancusi and Rodin, FTP, name this Gustav Klimt painting of two people locked in an eternal embrace."
119925,train,Chinua Achebe,Fine_Arts,"In one work by this author, the title character goes to Onitsha with a wooden box made by the carpenter James Okeke, while he wrote a poem which contains the lines, ""yesterday they picked the eyes of a swollen corpse in a water-logged trench and ate the things in its bowel"". ||| This author of Chike and the River and Vultures wrote one novel in which Ezeulu is the chief priest of Ulu who feuds with the people of Okperi and T. K. Winterbottom before his village converts to Christianity, and one novel about Sam, a military officer trained at Sandhurst, who becomes the leader of the nation of Kangan, before he and Comissioner for Information Chris Oriko are killed. ||| For 10 pointsname this author of Arrow of God and Anthills of the Savannah, who also wrote about the murder of Ikemefuna by the father of Nwoye, Okonkwo, in his novel Things Fall Apart."
109262,train,Eigenvalue,Science:Mathematics,"These quantities must be real when all of the complex entries equal their conjugate transpose, as is the case in a Hermitian matrix. ||| They can be obtained by solving the determinant of the matrix minus these variables times the identity matrix and solving for zero, a process that yields the characteristic equation of the matrix. ||| For 10 points, identify this scalar value, usually symbolized by lambda, that indicates that a matrix times some vector x is equal to this integer quantity times the vector x."
6599,train,A Shropshire Lad,Literature,"The speaker of one poem in this collection asserts that ""The tree of man was never quiet,"" and compares wind blowing through woods to the ""gale of life"" which affected an ancient Roman. ||| Another poem in this collection recalls ""the happy highways where"" the speaker ""went / and cannot come again"" after asking ""What are those blue remembered hills, / What spires, what farms are those"" This collection includes a poem which ends ""I cheer a dead man's sweetheart / Never ask me whose,"" ""Is my team ploughing,"" and begins with a poem about the Golden Jubilee of Queen Victoria, ""From Clee to heaven the beacon burns. ||| "" Including ""When I was one-and-twenty"" and ""To an athlete dying young,"" for 10 points, name this poetry collection by A. E. Housman."
190073,train,Piracy,Other,"This profession is known as wokou in Japan. ||| In the Spongebob episode ""Idiot Box,"" people of this profession win a war against robots. ||| The Metroid series sees the ""space"" variant of this profession menace Samus Aran. ||| This profession provides the name for Bill Mazeroski and Roberto [*] Clemente's MLB team, which hasn't had a winning season since 1992. ||| Seton Hall and East Carolina university share this mascot with Pittsburgh's MLB team. ||| Jack Sparrow is a fictional one of these people ""of the Caribbean."" For 10 points, name these scubbers who often hoist the Jolly Roger atop their masts, real examples of which include Edward Teach."
11631,train,Leviathan (book),Social_Science,"The final part discusses the danger of a ""Confederacy of Deceivers"" who ""disprepare citizens for the Kingdom of God to come. ||| ""  This follows Book Three's condemnation of ""atheists"" and a frequent return to the notion of a Prime Mover who intervenes in the world. ||| It begins by pointing to an ""artificial person,"" and a body politic that mimics the human body and is the actual commonwealth. ||| The establishment of this commonwealth through social contract and government by a sovereign is what the author desires. ||| FTP, name this 1651 work by Thomas Hobbes."
201106,train,Nathaniel Hawthorne,Literature:American,"In a short story by this author, Mother Rigby creates a living scarecrow that falls apart after it looks in the mirror and sees its ""real composition."" ||| The antagonist of another of his stories claims that Tophet is the ""crater of a half-extinct volcano"" and that a supposed door to hell leads to a cavern used to smoke ham. ||| A third story by this writer concerns an ""Outcast of the Universe"" who leaves his (*) wife and lives in a house across the street for twenty years for no apparent reason. ||| This author of ""Feathertop"" and ""Wakefield"" was the dedicatee of Moby Dick, and he described a dream-journey through the terrain described in John Bunyan's Pilgrim's Progress in ""The Celestial Railroad."" ||| For 10 points, name this American author of the short story ""Young Goodman Brown"" and the novel The Scarlet Letter."
197651,train,Henry James,Literature,"One novel by this author deals with the ill-stricken Milly Theale and the impact she has on the people around her. ||| In addition to the novels, The Wings of the Dove, The Bostonians and The Ambassadors, this author wrote of a work in which Miles and Flora encounter the ghosts of Peter Quint and Miss Jessel. ||| In this author's most famous work, Isabel Archer rejects the hand of Caspar Goodwin and accepts Gilbert Osmond's proposal of marriage. ||| For 10 points, name this American writer of works such as Daisy Miller, The Turn of the Screw, and Portrait of a Lady."
123265,train,Tree (data structure),Science:Mathematics,"the reverse-delete algorithm and its inverse, Kruskal's algorithm, can be used to find one of these objects with the cut property, whose edges have a minimum total weight. ||| These structures are undirected graphs which are also connected and acyclic. ||| One of these structures invented by Adelson-Velskii and Landis is self-balancing, and is closely related to another type defined by alternating nodes of two (*) namesake colors, red and black. ||| Heaps are considered a specialized binary type of this object, and internal connection points within them are known as forks. ||| For 10 points, identify this type of data structure in which each node has one or fewer parents but many children, which may be rooted or planted."
12809,train,Cu Chulainn,Social_Science,"One of this hero's rampages was stopped when a troop of topless women forced him to avert his eyes, which had seven pupils apiece. ||| He stood alone against an invading army commanded by a queen noted for her friendly thighs while his countrymen suffered from a curse which made them feel the pangs of birth. ||| He was doomed after breaking a geis by eating dog meat given to him by the Morrigan. ||| He used the gae bolg to kill his friend Ferdiad and his son Connla despite the protests of his wife Emer. ||| Known for defending Ulster during the Cattle Raid of Cooley, FTP name this Irish hero, born Setanta, who acquired a new name after killing the hound of Culainn."
11166,train,Borneo,Social_Science,"Much of this island's terrain is impassable, but access is provided by rivers such as the Barito and Kapuas. ||| Highly mountainous, it reaches its highest point at Mt. ||| Kinabalu. ||| The interior is populated by the indigenous Dyaks, found mainly in the region known as Kalimantan. ||| In the north are the states of Sabah and Sarawak and the sultanate of Brunei. ||| FTP, what is this third largest island in the world, divided between Brunei, Indonesia, and Malaysia"
854,train,Swan Lake,Fine_Arts,"Its opening scene begins with an Allegro Giusto movement and shows the protagonist on the eve of his coming-of-age ceremony, celebrating with his friend Benno and his drunk tutor Wolfgang. ||| To escape the Queen Mother's reminders of his eventual need to marry, the protagonist goes hunting in the forest and is discovered by the evil wizard Von Rothbart, who plots to have his daughter Odile seduce the hero and prevent him from breaking the curse placed upon Odette. ||| Such is the story of Prince Sigfried, in, FTP, what Tchaikovsky ballet about a maiden who spends her days in the form of a white bird in the title pond"
206781,train,Flatworm,Science,"A subgroup of this phylum is considered paraphyletic because of its non- parasitic nature; that subgroup is Turbellaria. ||| Another species in this phylum grows large numbers of proglottids, which detach and release eggs. ||| These organisms extract reusable material and send it into other cavities by using flame cells. ||| This phylum is the cause of the second-most devastating parasitic disease, schistosomiasis. ||| Because they lack an internal body cavity, they are classified as acoelomates. ||| Name this phylum of flatworms which includes planaria and tapeworms."
9089,train,Linus Pauling,Science:Chemistry,"With Max Delbruck he developed a theory of molecular complementarity in antibody-antigen reactions. ||| His theory of ""directed valence"" grew from his early work, in which he introduced the concept of hybrid orbitals and developed an empirical definition of electronegativity. ||| His main ideas were collected in 1939's The Nature of the Chemical Bond, and won him his first Nobel Prize. ||| FTP, who was this chemist who won a second Nobel in 1962 for his campaign against nuclear testing"
12146,train,The Presentation of Self in Everyday Life,Social_Science,"The ideas in this work were later expanded in the author's essays ""Face Work"" and ""Where the Action Is. ||| ""  Its inquiry into the concept of spontaneity were derived from Durkheim's The Division of Labor in Society, while this work's explanation of the terms ""discredited"" and ""discreditable"" groups was featured later in the author's 1963 work Stigma. ||| This work employs a dramaturgical approach in its study of an individual's mode of presentation. ||| Published in 1959, FTP, identify this seminal sociological text by Erving Goffman."
207765,train,Red blood cell,Science,"The direct Coombs test looks for the presence of antibodies on these cells, and one disease associated with these cells comes in aplastic and pernicious forms. ||| One protein in these cells undergoes the Bohr shift in response to carbon dioxide concentrations, and these cells develop from (*) normoblasts. ||| In one disease, these cells assume an abnormal shape due to valine replacing glutamic acid in a certain protein. ||| These cells can have Rh factors and A and B antibodies on their surface, and low counts of them are called anemias. ||| For 10 points, name these biconcave cells which lack nuclei, contain hemoglobin and carry oxygen throughout the body."
123231,train,Lot (biblical person),Social_Science,"man is the son of Haran, and he became the progenitor of two great tribes after fathering Moab and Ammon. ||| After their flocks become too large to cohabitate, this man's uncle gives him the choice of which land to take. ||| He shelters two angels in his house, even offering his two virgin daughters to the angry mob which has gathered outside. ||| Those daughters make him extremely (*) drunk and seduce him in a cave without his knowledge on two consecutive nights. ||| After God fails to find ten righteous men in his city, this man barely escapes the fire and brimstone destruction of Sodom and Gomorrah, while his wife ignores God's instructions to not look backward and is turned into salt. ||| For 10 points, name this nephew of Abraham."
208296,train,Demand,Science,"Inventory control is modeled by the Markovian type of this concept, and in the Keynesian Cross, this equals the total output of an economy at efficiency. ||| The Slutsky equation relates two forms of this. ||| The Hicksian form of it assumes constant utility and is usually contrasted with the Marshallian form. ||| Say's Law states that this is created by the presence of goods, and Keynes did work on the ""aggregate"" form of it. ||| This quantity has a downward sloping curve and can be defined as the amount of a good or service consumers are willing to buy at a given price. ||| For 10  points, identify this economic concept, commonly contrasted with supply."
193432,train,The Golden Bough,Social_Science,"A chapter of this work claims that the main way invisible evil is expulsed from society is through the\n sacrificing of public scapegoats. ||| Another chapter uses the """"Law of Contagion"""" in order to describe the\n imitations societies use in practicing a """"sympathetic"""" form of a key concept. ||| In another section of this work,\n the author claims that pots filled with clumps of earth and vegetables is evidence that Adonis is a god of\n vegetation. ||| It also discusses sympathetic magic and its relation with fertility cults and the king of the grove.\n For 10 points, identify this """"study in magic and religion"""" by James George Frazer."
190186,train,List of fictional horses,Social_Science,"The Vedas describe the first of these animals to emerge from the churning of the oceans; it was named Uchchaihshravas (""ooch-chai-shra-vas""). ||| In Islam, one of these animals called Buraq accompanied Muhammad and Gabriel to Jerusalem. ||| The Phoenicians portrayed a water version of these animals with coiling, fish-like hindquarters. ||| In Celtic myth, [*] Epona was associated with their role in travel. ||| Loki mated with one of these animals, Svadilfari, to produce an eight-legged one of these, Sleipnir. ||| Poseidon was associated with these animals, and Bellerophon rode a winged one named Pegasus to slay the Chimera. ||| For 10 points, name these animals which served as steeds for mythological figures."
209976,train,Paul Hindemith,Fine_Arts,"In one work by this composer, the overture of a Richard Wagner opera is intentionally mangled as if being sight-read by a spa orchestra early in the morning. ||| One of this composer's important early works is a setting of a fifteen-poem cycle about the life of the Virgin Mary, Das Marienleben. ||| William Furtwangler's attempted staging of an opera by this composer eventually culminated in his resignation from the Staatsoper and Berlin Philharmoniker. ||| Another work by this composer includes twelve fugues with eleven linking interludes and a prelude and postlude that are retrograde inversions of each other. ||| This composer was a leading proponent of Gebrauchsmusik,  and often played in a trio with Szymon Goldberg and Emanuel Feuermann. ||| Yet another work by this composer was written in just six hours upon hearing of the death of King George V and is scored for orchestra and viola, an instrument of which he was a master. ||| That work is Trauermusik,  and other works include Ludus Tonalis and Symphonic Metamorphosis on Themes by Carl Maria von Weber. ||| For 10 points, identify this righteous anti- dodecaphonist whose first symphony was based on themes from his opera Mathis der Maler."
196476,train,Arthur Miller,Literature,"This author of After the Fall and All My Sons wrote in another play about Willy Loman committing suicide to give insurance money to his family. ||| In another play by this man, John Proctor and Giles Corey are executed after accusations are made by Abigail Williams and Mary Warren. ||| For 10 points, name this American playwright of Death of a Salesman and The Crucible."
205218,train,J. M. W. Turner,Fine_Arts:Visual,"In a painting by this artist inspired by a James Thomson poem, a fishing platform is visible in the foreground while men and cupids throng around the title water feature. ||| This painter of The Fountain of Indolence depicted two indistinct pink swirls next to some crosshatches that the Tate theorizes make up a fishing net in another work. ||| Another painting by this artist captures the last moments of a ghostly (*) vessel that had fought in the Battle of Trafalgar as she is ""tugged to her last berth."" ||| This painter of Sunrise with Sea Monsters showed manacled limbs emerging from the water as the Zong prepares for a typhoon in one painting, and depicted an obscured black train hurtling across the Maidenhead bridge in another. ||| For 10 points, name this English artist of The Fighting Temeraire, The Slave Ship, and Rain, Steam and Speed."
114095,train,Baruch Spinoza,Social_Science,"In one work, this thinker suggested that mathematicians see the solution to a problem intuitively, and that incomplete work, which ends with the line, ""the rest of the treatise is wanting,"" was published in his Opera posthuma. ||| In addition to a Treatise on the Emendation of the Intellect, this thinker also authored a reformulation of a work by Descartes entitled Principles of Descartes' Philosophy, the only work published with his name on it in his lifetime. ||| In another of his works, this thinker put forth the idea that Moses had not written the Pentateuch, and he authored a work which adopted a ""geometric order"" of proof to derive moral facts and contains a section titled ""Of Human Bondage or the Strength of Emotions. ||| "" For ten points, identify this 17th century philosopher best known for his Ethics and his Tractatus Theologico-Politicus."
194775,train,Hephaestus,Social_Science,"This deity was once assisted by the winds in breaking the fighting spirit of the river Xanthus, or Scamander, thus saving the life of Achilles. ||| His children include a man-eating monster who was killed by Heracles after stealing some of Geryon's cattle from him. ||| This father of Cacus and the Cabeiri gave his apprentice Cedalion to the blind Orion as a guide. ||| This god's consorts include the youngest of the Graces, Aglaia, whose mother Eurynome had cared for him after his ejection by Hera from Mount Olympus. ||| His attempted rape of Athena led to the birth of Erichthonius, while Helios discovered that this god's first wife was having an affair with Ares. ||| For 10 points, identify this husband of Aphrodite, a crippled smith god from Greek mythology."
2501,train,Themistocles,History,"According to some reports, his mother was Abrotonon of Thrace or Euterpe of Caria, but it was certain that he was related to the Lycomedea through his father Neocles. ||| As archon, he sponsored the first efforts to make the defensible rock bays of Piraeus into harbors, but in general suffered from a reputation as a slick politician willing to profit through war. ||| Unlike many older Athenians, he had the foresight to realize that the battle of Marathon would not end the war against the Persians, prompting him to urge for expansion of the navy and the building of triremes. ||| FTP, name this general who tricked Xerxes into initiating the naval engagement at Salamis."
118691,train,The Birthday Party (play),Literature,"1. ||| One character in this work is enticed by the offers of ""hot tips"", an ""abdomen belt"", and ""baby powder"" from another character. ||| In the opening of Act II, the main character is bombarded with questions like ""why did the chicken cross the road"", this following his receipt of a toy drum which he beats loudly as though ""savage and possessed"". ||| That character continues to be victimized until he attempts to (*) strangle Meg and rape Lulu following a game of blind man's bluff in which his glasses are broken by Goldberg and McCann, who have come to reek havoc at Meg's seaside house during the title occasion. ||| FTP, name this work in which Stanley Webber is the subject of the title celebration, a play by Harold Pinter."
7303,train,Things Fall Apart,Literature,"One character in this novel tells a story in which the tortoise loses the smoothness of his shell after being invited to a feast by the birds. ||| Reverend Smith replaces the tolerant Mr. Brown in this novel. ||| The protagonist of this work wrestles with Amalinze the Cat, and is given custody of Ikemefuna. ||| An exploding gun causes the protagonist of this work to accidentally kill a boy. ||| Enoch unmasks the egwugwu causing the rampage and eventual suicide of the protagonist of this work. ||| This novel takes place in Umuofia and takes its title from the Yeats poem The Second Coming. ||| For 10 points name this novel about the Igbo Okonkwo, a work of Chinua Achebe."
